bike_name,price,city,kms_driven,owner,age,power,brand
344,75000.0,74,11050.0,0,4.0,150.0,18
176,43778.0,137,948.0,0,2.0,125.0,5
255,118000.0,118,11200.0,2,5.0,200.0,11
429,68000.0,44,10407.0,0,5.0,150.0,21
32,27000.0,44,23000.0,0,8.0,125.0,1
167,48500.0,118,5500.0,0,2.0,100.0,5
145,15000.0,118,38000.0,0,15.0,223.0,5
249,95000.0,301,23000.0,0,5.0,200.0,11
249,145000.0,21,4500.0,0,4.0,200.0,11
437,62000.0,118,11227.0,0,3.0,150.0,21
160,25000.0,185,45000.0,0,9.0,100.0,5
93,700000.0,6,100.0,0,6.0,1198.0,3
287,160000.0,44,3500.0,0,3.0,500.0,17
15,47500.0,282,30000.0,0,5.0,220.0,1
438,21000.0,36,38000.0,0,9.0,150.0,21
443,18000.0,73,22000.0,0,12.0,125.0,21
146,36000.0,44,54560.0,0,8.0,223.0,5
422,52000.0,44,33150.0,0,6.0,150.0,21
106,435000.0,191,5550.0,2,7.0,883.0,4
387,68000.0,44,12077.0,0,5.0,200.0,19
65,80000.0,330,5000.0,0,4.0,220.0,1
304,110800.0,282,13300.0,0,6.0,500.0,17
365,85000.0,185,16000.0,0,2.0,160.0,19
312,145000.0,44,4000.0,0,2.0,350.0,17
44,145000.0,44,3000.0,0,3.0,400.0,1
306,149000.0,282,7000.0,0,3.0,350.0,17
135,60000.0,282,4000.0,0,2.0,100.0,5
295,140000.0,282,11000.0,0,4.0,350.0,17
249,85000.0,282,15000.0,0,7.0,200.0,11
65,86000.0,282,15000.0,0,3.0,220.0,1
288,115000.0,185,15500.0,0,4.0,350.0,17
347,83000.0,44,500.0,0,3.0,150.0,18
249,85000.0,282,15000.0,0,7.0,200.0,11
65,86000.0,282,15000.0,0,3.0,220.0,1
288,115000.0,185,15500.0,0,4.0,350.0,17
347,83000.0,44,500.0,0,3.0,150.0,18
61,28000.0,44,35251.0,0,12.0,180.0,1
165,14500.0,118,35000.0,0,14.0,100.0,5
172,32000.0,118,22000.0,0,5.0,110.0,5
61,62500.0,118,26000.0,0,5.0,180.0,1
466,122500.0,118,10000.0,0,3.0,150.0,21
46,24500.0,118,15000.0,0,6.0,100.0,1
385,78500.0,118,26000.0,0,4.0,200.0,19
292,102500.0,118,21000.0,0,4.0,350.0,17
399,28000.0,44,28428.0,0,9.0,110.0,19
295,130000.0,118,10149.0,0,3.0,350.0,17
295,130000.0,118,7036.0,0,3.0,350.0,17
43,115000.0,118,7593.0,0,4.0,400.0,1
255,96000.0,118,17000.0,0,6.0,200.0,11
45,29500.0,118,15798.0,0,4.0,100.0,1
464,100000.0,185,4800.0,0,4.0,150.0,21
315,177982.0,172,7000.0,0,2.0,410.0,17
315,202000.0,44,11000.0,0,2.0,410.0,17
349,950000.0,100,312.0,0,3.0,1300.0,18
255,113000.0,248,28000.0,3,6.0,200.0,11
15,45400.0,118,23000.0,2,5.0,220.0,1
295,105000.0,118,16000.0,0,4.0,350.0,17
101,885000.0,118,300.0,0,2.0,959.0,3
437,30000.0,30,50000.0,0,6.0,150.0,21
46,22000.0,118,22000.0,0,6.0,100.0,1
298,115000.0,118,10000.0,0,4.0,350.0,17
79,55000.0,321,3000.0,0,4.0,150.0,1
32,20000.0,140,55000.0,0,9.0,125.0,1
172,56000.0,346,16500.0,0,4.0,110.0,5
396,28000.0,262,36000.0,0,5.0,100.0,19
176,44000.0,258,7329.0,0,3.0,125.0,5
44,190000.0,264,8780.0,0,2.0,400.0,1
288,78000.0,379,20000.0,0,8.0,350.0,17
214,18787.0,44,28164.0,0,10.0,125.0,6
67,51500.0,44,20600.0,0,6.0,200.0,1
9,54200.0,282,5700.0,0,6.0,220.0,1
305,175000.0,185,11277.0,0,3.0,500.0,17
9,48000.0,32,26000.0,0,7.0,220.0,1
231,40000.0,258,4000.0,0,5.0,110.0,6
44,102400.0,220,11600.0,0,4.0,400.0,1
429,65000.0,100,8800.0,0,3.0,150.0,21
257,170000.0,69,2100.0,0,4.0,390.0,11
56,12999.0,271,65000.0,0,13.0,150.0,1
249,87000.0,282,20000.0,0,6.0,200.0,11
9,45600.0,352,18000.0,2,5.0,220.0,1
61,42000.0,7,58000.0,0,7.0,180.0,1
72,47000.0,118,24445.0,0,8.0,200.0,1
27,31000.0,118,34525.0,0,7.0,100.0,1
342,72500.0,44,19000.0,0,4.0,150.0,18
333,80999.0,439,4000.0,0,3.0,150.0,18
74,85000.0,96,9148.0,0,6.0,200.0,1
370,60000.0,282,16000.0,0,5.0,160.0,19
44,148999.0,345,3694.0,0,4.0,400.0,1
79,49000.0,44,7524.0,0,5.0,150.0,1
151,30000.0,118,23000.0,0,8.0,100.0,5
255,140000.0,318,12800.0,0,6.0,200.0,11
257,237818.0,118,1440.0,0,2.0,390.0,11
172,56000.0,346,16500.0,0,4.0,110.0,5
396,28000.0,262,36000.0,0,5.0,100.0,19
452,23600.0,118,22672.0,2,6.0,150.0,21
325,100000.0,44,25000.0,0,8.0,500.0,17
255,160700.0,185,10000.0,0,3.0,200.0,11
290,78000.0,399,34200.0,0,6.0,350.0,17
79,45000.0,189,7000.0,0,4.0,150.0,1
329,60000.0,167,3490.0,0,9.0,350.0,17
255,150000.0,246,7500.0,0,5.0,200.0,11
38,37000.0,282,13500.0,0,5.0,150.0,1
295,125000.0,301,11000.0,0,5.0,350.0,17
74,70000.0,282,56353.0,0,5.0,200.0,1
65,40000.0,353,25000.0,0,7.0,220.0,1
457,62000.0,118,1123.0,0,2.0,125.0,21
318,280000.0,44,1500.0,0,2.0,650.0,17
79,44000.0,341,15000.0,0,4.0,150.0,1
323,85000.0,282,31000.0,0,7.0,350.0,17
10,51000.0,167,28000.0,0,5.0,220.0,1
15,75000.0,118,11460.0,0,3.0,220.0,1
257,160000.0,156,23000.0,0,5.0,390.0,11
72,106000.0,118,1175.0,0,2.0,200.0,1
414,599999.0,282,7800.0,3,5.0,675.0,20
218,85000.0,118,15000.0,0,7.0,250.0,6
165,31500.0,6,28653.0,0,8.0,100.0,5
238,150000.0,7,8000.0,2,6.0,250.0,7
246,210000.0,182,2100.0,0,2.0,295.0,10
77,50000.0,118,3300.0,0,4.0,125.0,1
27,29300.0,427,19000.0,0,6.0,100.0,1
78,35740.0,353,20400.0,0,4.0,125.0,1
437,24500.0,341,25000.0,0,10.0,150.0,21
147,45000.0,220,18000.0,0,7.0,223.0,5
253,210000.0,100,12000.0,0,4.0,390.0,11
74,70000.0,282,56353.0,0,5.0,200.0,1
38,37000.0,282,13500.0,0,5.0,150.0,1
255,150000.0,246,7500.0,0,5.0,200.0,11
288,71000.0,118,11000.0,0,9.0,350.0,17
325,100000.0,44,25000.0,0,8.0,500.0,17
255,160700.0,185,10000.0,0,3.0,200.0,11
290,78000.0,399,34200.0,0,6.0,350.0,17
79,45000.0,189,7000.0,0,4.0,150.0,1
439,80400.0,0,5100.0,2,4.0,250.0,21
295,135000.0,118,2200.0,0,4.0,350.0,17
109,350000.0,282,3100.0,0,6.0,750.0,4
147,57000.0,118,1500.0,0,11.0,223.0,5
178,76000.0,194,3000.0,0,2.0,200.0,5
56,42100.0,246,22560.0,0,11.0,150.0,1
465,73000.0,258,16658.0,0,6.0,150.0,21
84,366000.0,118,3135.0,0,3.0,302.0,2
193,61200.0,45,29000.0,2,3.0,160.0,6
288,82000.0,118,29860.0,0,7.0,350.0,17
295,120000.0,100,12000.0,0,5.0,350.0,17
65,40000.0,353,25000.0,0,7.0,220.0,1
367,80000.0,118,7000.0,0,3.0,160.0,19
336,81800.0,44,3700.0,0,2.0,150.0,18
9,45900.0,118,27000.0,0,6.0,220.0,1
295,125000.0,301,11000.0,0,5.0,350.0,17
72,86200.0,44,9300.0,0,4.0,200.0,1
167,40000.0,118,9000.0,0,3.0,100.0,5
140,10000.0,282,21389.0,0,12.0,150.0,5
238,155000.0,292,13500.0,0,5.0,250.0,7
72,46000.0,282,24374.0,0,6.0,200.0,1
257,215000.0,308,9600.0,0,4.0,390.0,11
329,60000.0,167,3490.0,0,9.0,350.0,17
229,23000.0,118,37000.0,0,7.0,110.0,6
10,55250.0,330,7781.0,2,3.0,220.0,1
159,58000.0,118,7758.0,0,2.0,110.0,5
425,66000.0,118,8000.0,0,3.0,150.0,21
147,55000.0,185,32000.0,0,7.0,223.0,5
300,89730.0,282,12100.0,0,9.0,500.0,17
295,108000.0,292,26811.0,0,6.0,350.0,17
469,314100.0,185,13500.0,0,3.0,320.0,21
285,125000.0,185,16500.0,0,39.0,350.0,17
130,18800.0,140,10401.0,0,8.0,100.0,5
109,417000.0,118,13000.0,2,5.0,750.0,4
44,105000.0,100,20500.0,0,4.0,400.0,1
206,20000.0,44,19211.0,0,6.0,110.0,6
295,88000.0,96,22500.0,0,10.0,350.0,17
53,47000.0,46,14009.0,0,2.0,125.0,1
15,95000.0,118,11000.0,0,2.0,220.0,1
466,108000.0,330,2982.0,0,3.0,150.0,21
253,186100.0,118,12000.0,0,3.0,390.0,11
200,81500.0,314,3000.0,0,1.0,125.0,6
20,20000.0,101,30806.0,0,5.0,100.0,1
56,15000.0,282,55000.0,2,13.0,150.0,1
79,39000.0,258,5000.0,0,5.0,150.0,1
295,102500.0,118,29000.0,0,5.0,350.0,17
295,87000.0,118,15000.0,0,7.0,350.0,17
44,118000.0,185,14500.0,0,3.0,400.0,1
295,131100.0,167,6200.0,0,4.0,350.0,17
218,85000.0,118,15000.0,0,7.0,250.0,6
295,108000.0,292,26811.0,0,6.0,350.0,17
295,131100.0,167,6200.0,0,4.0,350.0,17
194,42000.0,118,19000.0,0,5.0,160.0,6
228,45000.0,230,15000.0,0,4.0,110.0,6
295,87000.0,118,15000.0,0,7.0,350.0,17
295,102500.0,118,29000.0,0,5.0,350.0,17
2,255000.0,274,2200.0,0,3.0,310.0,0
367,78700.0,355,3710.0,0,2.0,160.0,19
217,62800.0,282,38400.0,2,7.0,250.0,6
66,35000.0,118,18000.0,0,6.0,150.0,1
79,33800.0,118,17000.0,0,5.0,150.0,1
259,125000.0,109,21000.0,3,11.0,250.0,12
313,146000.0,185,4700.0,0,5.0,410.0,17
90,569400.0,193,3174.0,0,6.0,899.0,2
244,1900000.0,100,1700.0,0,6.0,1800.0,9
264,600000.0,74,230.0,0,1.0,650.0,12
255,185000.0,243,3000.0,0,2.0,200.0,11
151,32000.0,118,32000.0,0,5.0,100.0,5
176,38000.0,118,21000.0,0,4.0,125.0,5
79,35000.0,44,38717.0,0,5.0,150.0,1
113,42000.0,44,1999.0,0,3.0,150.0,5
359,9350.0,44,39822.0,2,13.0,150.0,19
258,330000.0,282,7500.0,0,5.0,650.0,12
132,36500.0,7,23000.0,0,7.0,100.0,5
165,38000.0,330,17376.0,2,5.0,100.0,5
321,75000.0,140,33000.0,0,8.0,350.0,17
2,255000.0,274,2200.0,0,3.0,310.0,0
194,42000.0,118,19000.0,0,5.0,160.0,6
86,230000.0,100,9500.0,0,4.0,300.0,2
370,31500.0,118,20000.0,0,8.0,160.0,19
66,35000.0,118,18000.0,0,6.0,150.0,1
217,62800.0,282,38400.0,2,7.0,250.0,6
323,46000.0,100,35000.0,0,16.0,350.0,17
295,109900.0,118,8600.0,0,5.0,350.0,17
359,9350.0,44,39822.0,2,13.0,150.0,19
79,35000.0,118,18000.0,0,5.0,150.0,1
70,65000.0,118,18000.0,0,3.0,160.0,1
246,175000.0,44,1800.0,0,2.0,295.0,10
295,126000.0,44,23000.0,0,4.0,350.0,17
197,25000.0,185,29000.0,0,9.0,125.0,6
208,89000.0,282,5000.0,0,2.0,150.0,6
307,160000.0,282,7500.0,0,2.0,350.0,17
76,130000.0,282,15000.0,0,2.0,200.0,1
197,33500.0,330,26000.0,2,12.0,125.0,6
466,128000.0,44,8000.0,0,3.0,150.0,21
295,143000.0,44,7000.0,0,3.0,350.0,17
54,31000.0,44,31464.0,2,9.0,135.0,1
353,72000.0,118,7419.0,0,3.0,150.0,18
379,108500.0,118,10000.0,0,2.0,200.0,19
64,74500.0,118,10000.0,0,4.0,220.0,1
22,24000.0,118,6300.0,0,4.0,100.0,1
65,80000.0,118,17000.0,0,3.0,220.0,1
65,81000.0,44,22000.0,0,3.0,220.0,1
295,115000.0,118,15000.0,2,5.0,350.0,17
76,130000.0,282,15000.0,0,2.0,200.0,1
197,33500.0,330,26000.0,2,12.0,125.0,6
466,128000.0,44,8000.0,0,3.0,150.0,21
295,143000.0,44,7000.0,0,3.0,350.0,17
54,31000.0,44,31464.0,2,9.0,135.0,1
353,72000.0,118,7419.0,0,3.0,150.0,18
379,108500.0,118,10000.0,0,2.0,200.0,19
64,74500.0,118,10000.0,0,4.0,220.0,1
22,24000.0,118,6300.0,0,4.0,100.0,1
65,80000.0,118,17000.0,0,3.0,220.0,1
65,81000.0,44,22000.0,0,3.0,220.0,1
295,115000.0,118,15000.0,2,5.0,350.0,17
153,56500.0,118,10000.0,0,2.0,110.0,5
65,75000.0,44,16000.0,0,4.0,220.0,1
463,72000.0,44,32542.0,0,6.0,150.0,21
333,73000.0,44,7461.0,0,4.0,150.0,18
72,69500.0,118,28000.0,0,6.0,200.0,1
367,78500.0,118,9800.0,0,3.0,160.0,19
364,87000.0,118,7000.0,0,2.0,160.0,19
375,40000.0,118,16688.0,2,6.0,180.0,19
279,145000.0,399,16000.0,0,5.0,300.0,15
318,265000.0,44,12900.0,0,2.0,650.0,17
86,235000.0,44,7000.0,0,4.0,300.0,2
109,400000.0,308,3000.0,0,6.0,750.0,4
206,30000.0,330,11000.0,0,13.0,110.0,6
255,140000.0,292,14000.0,0,5.0,200.0,11
432,98000.0,44,17000.0,0,3.0,250.0,21
323,74500.0,118,5432.0,2,6.0,350.0,17
380,75000.0,44,3419.0,0,3.0,200.0,19
143,27500.0,287,25757.0,0,8.0,125.0,5
359,10200.0,118,71474.0,0,12.0,150.0,19
12,57000.0,44,17000.0,0,5.0,150.0,1
370,21000.0,118,34688.0,0,13.0,160.0,19
70,68500.0,118,8100.0,0,3.0,160.0,1
251,174500.0,118,7900.0,0,3.0,250.0,11
295,108000.0,118,20000.0,0,5.0,350.0,17
151,32000.0,118,32000.0,0,5.0,100.0,5
176,38000.0,118,21000.0,0,4.0,125.0,5
79,35000.0,44,38717.0,0,5.0,150.0,1
380,75000.0,44,3419.0,0,3.0,200.0,19
109,400000.0,308,3000.0,0,6.0,750.0,4
342,50000.0,118,12000.0,0,4.0,150.0,18
310,118000.0,44,12000.0,0,7.0,535.0,17
143,27500.0,287,25757.0,0,8.0,125.0,5
124,33000.0,118,17525.0,0,5.0,125.0,5
255,150000.0,3,9000.0,0,4.0,200.0,11
65,70000.0,194,5000.0,0,4.0,220.0,1
290,105000.0,44,13200.0,0,6.0,350.0,17
43,135000.0,100,5000.0,0,4.0,400.0,1
44,140000.0,100,7500.0,0,4.0,400.0,1
159,26000.0,81,28000.0,0,8.0,110.0,5
257,230000.0,118,1100.0,0,4.0,390.0,11
197,53000.0,7,25000.0,0,5.0,125.0,6
12,76000.0,185,7500.0,0,4.0,150.0,1
43,135000.0,118,7000.0,0,4.0,400.0,1
78,45000.0,167,10200.0,0,4.0,125.0,1
79,60000.0,118,3500.0,0,4.0,150.0,1
172,40000.0,118,15000.0,0,4.0,110.0,5
295,133000.0,118,8000.0,0,4.0,350.0,17
27,25000.0,6,33000.0,0,7.0,100.0,1
346,99999.0,44,5500.0,0,3.0,150.0,18
218,130000.0,118,14500.0,2,8.0,250.0,6
128,25000.0,6,40688.0,0,5.0,100.0,5
64,75000.0,118,15000.0,0,4.0,220.0,1
61,53000.0,118,10000.0,0,5.0,180.0,1
356,25000.0,118,16801.0,0,6.0,125.0,18
56,46500.0,6,21342.0,0,5.0,150.0,1
278,18999.0,330,38669.0,3,6.0,110.0,15
276,17800.0,260,10000.0,0,8.0,110.0,15
61,52000.0,118,17000.0,0,4.0,180.0,1
195,70000.0,6,13500.0,0,4.0,160.0,6
464,85000.0,289,7350.0,0,5.0,150.0,21
295,150000.0,118,4000.0,0,2.0,350.0,17
295,115000.0,198,27000.0,0,5.0,350.0,17
215,93200.0,167,6500.0,0,5.0,150.0,6
253,155000.0,44,21250.0,0,5.0,390.0,11
76,78000.0,118,16000.0,0,6.0,200.0,1
323,85000.0,74,12600.0,0,7.0,350.0,17
56,43000.0,118,32000.0,0,5.0,150.0,1
370,50390.0,6,45949.0,0,4.0,160.0,19
302,128700.0,44,15900.0,2,5.0,500.0,17
111,510000.0,342,5600.0,0,4.0,750.0,4
424,65000.0,420,33000.0,0,4.0,150.0,21
215,55000.0,191,2000.0,0,9.0,150.0,6
290,126000.0,118,6518.0,0,4.0,350.0,17
166,53300.0,118,10000.0,0,2.0,100.0,5
72,76000.0,118,10000.0,0,4.0,200.0,1
44,140000.0,282,10200.0,0,4.0,400.0,1
36,13600.0,118,87267.0,0,13.0,135.0,1
375,73000.0,353,2100.0,0,3.0,180.0,19
34,17000.0,44,28130.0,2,8.0,125.0,1
40,29000.0,167,39000.0,0,6.0,150.0,1
339,49000.0,118,7500.0,0,5.0,150.0,18
109,371100.0,330,6300.0,2,5.0,750.0,4
27,30000.0,399,7334.0,0,7.0,100.0,1
12,70000.0,243,3400.0,0,4.0,150.0,1
295,131000.0,118,9900.0,0,4.0,350.0,17
70,65000.0,118,7000.0,0,4.0,160.0,1
166,65000.0,118,2600.0,0,2.0,100.0,5
288,96000.0,118,24000.0,0,5.0,350.0,17
56,28500.0,6,30000.0,0,7.0,150.0,1
72,62400.0,160,8100.0,0,4.0,200.0,1
288,85000.0,156,34000.0,0,9.0,350.0,17
56,66000.0,118,15000.0,0,2.0,150.0,1
366,85000.0,167,7000.0,0,2.0,160.0,19
36,18551.0,118,21832.0,0,13.0,135.0,1
379,95000.0,118,13890.0,0,3.0,200.0,19
44,130000.0,118,8500.0,0,3.0,400.0,1
295,98000.0,167,7300.0,0,7.0,350.0,17
231,53400.0,118,1500.0,0,3.0,110.0,6
76,120000.0,44,8700.0,0,5.0,200.0,1
210,58000.0,330,44580.0,0,5.0,160.0,6
464,97000.0,258,10473.0,0,3.0,150.0,21
45,38000.0,118,29451.0,0,5.0,100.0,1
34,24500.0,6,14324.0,0,6.0,125.0,1
248,129000.0,118,1123.0,0,2.0,125.0,11
18,20000.0,167,28000.0,0,9.0,150.0,1
295,123000.0,194,900.0,0,4.0,350.0,17
288,62000.0,308,70000.0,0,14.0,350.0,17
464,82000.0,44,14180.0,0,7.0,150.0,21
197,24500.0,6,26453.0,0,9.0,125.0,6
425,59300.0,118,9107.0,0,3.0,150.0,21
123,41000.0,74,35000.0,0,7.0,125.0,5
424,80000.0,258,6300.0,0,3.0,150.0,21
300,93500.0,167,10100.0,2,7.0,500.0,17
218,130000.0,118,14500.0,2,8.0,250.0,6
253,155000.0,44,21250.0,0,5.0,390.0,11
