bike_name,price,city,kms_driven,owner,age,power,brand
210,78000.0,44,20880.0,0,5.0,160.0,6
249,80000.0,100,27428.0,0,7.0,200.0,11
74,110000.0,191,25232.0,0,5.0,200.0,1
36,15000.0,72,45000.0,2,13.0,135.0,1
323,98000.0,44,23000.0,0,7.0,350.0,17
370,51000.0,191,23000.0,2,6.0,160.0,19
148,16000.0,100,26512.0,2,16.0,100.0,5
286,72000.0,276,36000.0,2,13.0,350.0,17
29,25000.0,211,17100.0,2,8.0,100.0,1
27,32000.0,257,41585.0,2,9.0,100.0,1
176,30000.0,312,40000.0,2,5.0,125.0,5
65,49000.0,44,40000.0,2,7.0,220.0,1
61,65000.0,191,9870.0,0,6.0,180.0,1
292,90000.0,118,6000.0,0,7.0,350.0,17
150,21000.0,100,16000.0,0,11.0,100.0,5
438,33500.0,191,40000.0,0,9.0,150.0,21
229,46500.0,258,3500.0,0,4.0,110.0,6
62,29999.0,423,28000.0,0,13.0,200.0,1
12,58100.0,185,16000.0,0,5.0,150.0,1
214,22000.0,258,16000.0,0,9.0,125.0,6
150,17000.0,110,84559.0,0,16.0,100.0,5
151,22000.0,118,21049.0,0,12.0,100.0,5
150,15500.0,96,51000.0,0,15.0,100.0,5
29,20000.0,110,39727.0,0,8.0,100.0,1
29,20000.0,100,16036.0,0,7.0,100.0,1
9,38000.0,218,11544.0,0,9.0,220.0,1
50,18000.0,100,34589.0,0,9.0,125.0,1
56,15000.0,100,48283.0,0,15.0,150.0,1
46,16000.0,100,24500.0,0,9.0,100.0,1
300,100000.0,100,18300.0,0,8.0,500.0,17
122,17000.0,110,35382.0,0,17.0,100.0,5
276,29500.0,423,24000.0,0,6.0,110.0,15
74,90000.0,183,5026.0,0,5.0,200.0,1
56,32000.0,388,40000.0,0,10.0,150.0,1
56,18000.0,110,45000.0,0,13.0,150.0,1
387,80000.0,118,12000.0,0,5.0,200.0,19
218,125000.0,185,35000.0,0,9.0,250.0,6
56,74000.0,118,856.0,0,4.0,150.0,1
151,24000.0,100,16138.0,0,7.0,100.0,5
151,24000.0,100,13654.0,0,7.0,100.0,5
151,22000.0,258,9063.0,0,10.0,100.0,5
204,54000.0,399,17000.0,0,5.0,125.0,6
464,65000.0,282,22000.0,0,10.0,150.0,21
165,32000.0,73,20000.0,0,7.0,100.0,5
75,108000.0,83,13400.0,0,6.0,200.0,1
56,32999.0,191,28000.0,0,8.0,150.0,1
160,30000.0,330,49000.0,0,11.0,100.0,5
253,175000.0,75,6800.0,0,5.0,390.0,11
197,15000.0,100,74999.0,0,12.0,125.0,6
8,34000.0,100,34733.0,0,11.0,200.0,1
400,28000.0,118,25999.0,0,6.0,110.0,19
147,37000.0,118,22500.0,0,10.0,223.0,5
255,150000.0,129,9800.0,0,5.0,200.0,11
165,25000.0,118,9000.0,0,11.0,100.0,5
350,25000.0,118,10000.0,0,7.0,110.0,18
257,165000.0,330,26000.0,0,5.0,390.0,11
380,105000.0,335,5400.0,0,4.0,200.0,19
253,125000.0,118,4500.0,0,7.0,390.0,11
29,23000.0,100,36105.0,0,8.0,100.0,1
29,17000.0,258,14821.0,0,9.0,100.0,1
12,70000.0,282,4900.0,0,5.0,150.0,1
9,75000.0,44,7500.0,0,5.0,220.0,1
9,55000.0,282,18000.0,0,6.0,220.0,1
42,25000.0,367,38000.0,0,7.0,150.0,1
333,58000.0,282,6000.0,0,5.0,150.0,18
253,140000.0,337,11100.0,0,6.0,390.0,11
149,30000.0,258,6000.0,0,8.0,100.0,5
276,40000.0,191,11572.0,0,6.0,110.0,15
56,53000.0,191,20000.0,0,6.0,150.0,1
29,17500.0,100,50000.0,0,11.0,100.0,1
34,20000.0,68,2000.0,0,12.0,125.0,1
27,32000.0,257,16800.0,0,9.0,100.0,1
197,25000.0,289,36400.0,0,16.0,125.0,6
160,21000.0,150,70600.0,0,25.0,100.0,5
56,53000.0,191,23890.0,0,7.0,150.0,1
151,21500.0,100,24634.0,0,11.0,100.0,5
150,22000.0,100,43000.0,0,10.0,100.0,5
295,90000.0,30,12000.0,0,6.0,350.0,17
370,24000.0,189,266028.0,0,10.0,160.0,19
176,55000.0,230,379.0,0,4.0,125.0,5
64,65000.0,44,25000.0,0,7.0,220.0,1
463,95000.0,209,5500.0,0,5.0,150.0,21
325,125000.0,100,13500.0,0,7.0,500.0,17
56,38000.0,224,19000.0,0,7.0,150.0,1
197,35000.0,224,25000.0,0,6.0,125.0,6
165,34000.0,189,12525.0,0,8.0,100.0,5
56,52000.0,118,16016.0,0,6.0,150.0,1
79,53000.0,118,12431.0,0,5.0,150.0,1
288,65000.0,118,29359.0,0,18.0,350.0,17
56,20000.0,118,28054.0,0,13.0,150.0,1
12,60000.0,224,14000.0,0,5.0,150.0,1
323,99500.0,118,20000.0,0,7.0,350.0,17
255,150000.0,118,4900.0,0,5.0,200.0,11
295,115000.0,100,19000.0,0,6.0,350.0,17
197,35000.0,42,20000.0,0,16.0,125.0,6
46,15000.0,86,61200.0,0,12.0,100.0,1
150,24500.0,6,29407.0,0,11.0,100.0,5
151,28500.0,118,13608.0,0,8.0,100.0,5
52,52000.0,258,10065.0,0,6.0,180.0,1
12,70000.0,44,12600.0,0,5.0,150.0,1
160,28000.0,188,40543.0,0,12.0,100.0,5
312,80000.0,282,14000.0,0,12.0,350.0,17
255,130000.0,4,16000.0,0,6.0,200.0,11
12,65000.0,118,10000.0,0,5.0,150.0,1
160,20000.0,286,55000.0,0,17.0,100.0,5
12,84000.0,185,73.0,0,4.0,150.0,1
356,40000.0,326,5000.0,0,6.0,125.0,18
29,17500.0,109,54345.0,2,10.0,100.0,1
437,36000.0,118,14500.0,2,8.0,150.0,21
150,23000.0,24,2009.0,1,12.0,100.0,5
148,14000.0,191,50000.0,2,19.0,100.0,5
206,16500.0,100,45000.0,0,11.0,110.0,6
160,22000.0,341,15000.0,0,13.0,100.0,5
160,21101.0,341,20000.0,0,24.0,100.0,5
25,20000.0,167,33150.0,0,5.0,100.0,1
249,95000.0,282,20000.0,0,6.0,200.0,11
5,22000.0,118,20700.0,2,11.0,180.0,1
20,22000.0,191,10000.0,0,8.0,100.0,1
61,65000.0,191,9870.0,0,6.0,180.0,1
292,90000.0,118,6000.0,0,7.0,350.0,17
150,21000.0,100,16000.0,0,11.0,100.0,5
438,33500.0,191,40000.0,0,9.0,150.0,21
229,46500.0,258,3500.0,0,4.0,110.0,6
62,29999.0,423,28000.0,0,13.0,200.0,1
12,58100.0,185,16000.0,0,5.0,150.0,1
214,22000.0,258,16000.0,0,9.0,125.0,6
150,17000.0,110,84559.0,0,16.0,100.0,5
151,22000.0,118,21049.0,0,12.0,100.0,5
150,15500.0,96,51000.0,0,15.0,100.0,5
29,20000.0,110,39727.0,0,8.0,100.0,1
29,20000.0,100,16036.0,0,7.0,100.0,1
9,38000.0,218,11544.0,0,9.0,220.0,1
50,18000.0,100,34589.0,0,9.0,125.0,1
56,15000.0,100,48283.0,0,15.0,150.0,1
46,16000.0,100,24500.0,0,9.0,100.0,1
300,100000.0,100,18300.0,0,8.0,500.0,17
122,17000.0,110,35382.0,0,17.0,100.0,5
276,29500.0,423,24000.0,0,6.0,110.0,15
74,90000.0,183,5026.0,0,5.0,200.0,1
56,32000.0,388,40000.0,0,10.0,150.0,1
56,18000.0,110,45000.0,0,13.0,150.0,1
387,80000.0,118,12000.0,0,5.0,200.0,19
218,125000.0,185,35000.0,0,9.0,250.0,6
56,74000.0,118,856.0,0,4.0,150.0,1
151,24000.0,100,16138.0,0,7.0,100.0,5
151,24000.0,100,13654.0,0,7.0,100.0,5
151,22000.0,258,9063.0,0,10.0,100.0,5
204,54000.0,399,17000.0,0,5.0,125.0,6
464,65000.0,282,22000.0,0,10.0,150.0,21
165,32000.0,73,20000.0,0,7.0,100.0,5
75,108000.0,83,13400.0,0,6.0,200.0,1
255,140000.0,60,2600.0,0,6.0,200.0,11
160,44000.0,185,15500.0,0,6.0,100.0,5
186,41000.0,118,13800.0,0,5.0,125.0,5
160,17000.0,100,30700.0,0,13.0,100.0,5
122,19000.0,136,35000.0,0,9.0,100.0,5
162,18000.0,110,70000.0,0,17.0,100.0,5
399,16000.0,100,53520.0,0,9.0,110.0,19
29,25000.0,100,51697.0,0,8.0,100.0,1
149,28000.0,100,23690.0,0,8.0,100.0,5
150,26000.0,100,28000.0,0,9.0,100.0,5
116,22000.0,100,38074.0,0,8.0,150.0,5
29,18000.0,100,93901.0,0,8.0,100.0,1
208,21000.0,100,97000.0,0,11.0,150.0,6
151,32000.0,100,45000.0,0,7.0,100.0,5
399,18000.0,100,92466.0,0,9.0,110.0,19
208,21000.0,100,91311.0,0,11.0,150.0,6
208,21000.0,100,91311.0,0,11.0,150.0,6
169,30000.0,191,53000.0,0,10.0,100.0,5
150,22000.0,100,17308.0,0,10.0,100.0,5
36,17500.0,100,54889.0,0,12.0,135.0,1
27,30000.0,44,18500.0,0,9.0,100.0,1
399,16000.0,100,20238.0,0,10.0,110.0,19
197,37000.0,100,14993.0,0,6.0,125.0,6
122,20000.0,100,14423.0,0,10.0,100.0,5
9,45000.0,100,8903.0,0,8.0,220.0,1
163,35000.0,191,36283.0,0,7.0,100.0,5
197,30000.0,100,45991.0,0,7.0,125.0,6
151,22000.0,100,51940.0,0,9.0,100.0,5
150,18000.0,100,50000.0,0,11.0,100.0,5
151,26000.0,100,81414.0,0,7.0,100.0,5
150,20000.0,100,2584.0,0,11.0,100.0,5
36,22000.0,100,62867.0,0,9.0,135.0,1
52,52000.0,258,10065.0,0,6.0,180.0,1
12,70000.0,44,12600.0,0,5.0,150.0,1
160,28000.0,188,40543.0,0,12.0,100.0,5
312,80000.0,282,14000.0,0,12.0,350.0,17
255,130000.0,4,16000.0,0,6.0,200.0,11
12,65000.0,118,10000.0,0,5.0,150.0,1
160,20000.0,286,55000.0,0,17.0,100.0,5
12,84000.0,185,73.0,0,4.0,150.0,1
356,40000.0,326,5000.0,0,6.0,125.0,18
162,18000.0,110,70000.0,0,17.0,100.0,5
399,16000.0,100,53520.0,0,9.0,110.0,19
29,25000.0,100,51697.0,0,8.0,100.0,1
149,28000.0,100,23690.0,0,8.0,100.0,5
150,26000.0,100,28000.0,0,9.0,100.0,5
116,22000.0,100,38074.0,0,8.0,150.0,5
29,18000.0,100,93901.0,0,8.0,100.0,1
208,21000.0,100,97000.0,0,11.0,150.0,6
151,32000.0,100,45000.0,0,7.0,100.0,5
399,18000.0,100,92466.0,0,9.0,110.0,19
208,21000.0,100,91311.0,0,11.0,150.0,6
208,21000.0,100,91311.0,0,11.0,150.0,6
169,30000.0,191,53000.0,0,10.0,100.0,5
150,22000.0,100,17308.0,0,10.0,100.0,5
36,17500.0,100,54889.0,0,12.0,135.0,1
27,30000.0,44,18500.0,0,9.0,100.0,1
399,16000.0,100,20238.0,0,10.0,110.0,19
197,37000.0,100,14993.0,0,6.0,125.0,6
122,20000.0,100,14423.0,0,10.0,100.0,5
9,45000.0,100,8903.0,0,8.0,220.0,1
163,35000.0,191,36283.0,0,7.0,100.0,5
197,30000.0,100,45991.0,0,7.0,125.0,6
151,22000.0,100,51940.0,0,9.0,100.0,5
150,18000.0,100,50000.0,0,11.0,100.0,5
151,26000.0,100,81414.0,0,7.0,100.0,5
150,20000.0,100,2584.0,0,11.0,100.0,5
36,22000.0,100,62867.0,0,9.0,135.0,1
151,25000.0,100,3762.0,0,10.0,100.0,5
438,50000.0,100,32461.0,0,6.0,150.0,21
150,20000.0,100,78394.0,0,10.0,100.0,5
30,30000.0,100,17203.0,0,6.0,110.0,1
32,22000.0,100,40000.0,0,8.0,125.0,1
399,15000.0,100,39888.0,0,12.0,110.0,19
160,25000.0,380,30000.0,0,25.0,100.0,5
160,18500.0,64,32000.0,0,20.0,100.0,5
150,18000.0,118,20313.0,0,15.0,100.0,5
150,20000.0,118,12000.0,0,13.0,100.0,5
144,22000.0,118,22000.0,0,13.0,223.0,5
32,27000.0,258,13299.0,0,8.0,125.0,1
160,23000.0,423,40000.0,0,24.0,100.0,5
36,21000.0,118,21985.0,0,13.0,135.0,1
437,38000.0,118,40826.0,0,8.0,150.0,21
30,26000.0,100,5451.0,0,9.0,110.0,1
160,23000.0,100,38000.0,0,25.0,100.0,5
399,14000.0,100,17602.0,0,13.0,110.0,19
150,18000.0,100,38000.0,0,11.0,100.0,5
399,32000.0,191,17870.0,0,7.0,110.0,19
392,18000.0,100,13673.0,0,7.0,110.0,19
150,28000.0,100,24434.0,0,9.0,100.0,5
197,20000.0,100,654984.0,0,10.0,125.0,6
276,41000.0,191,8000.0,0,6.0,110.0,15
56,50000.0,185,10100.0,0,8.0,150.0,1
402,31599.0,191,19111.0,0,8.0,100.0,19
9,56000.0,100,27350.0,0,6.0,220.0,1
323,103000.0,47,14400.0,0,6.0,350.0,17
249,125000.0,282,13000.0,0,5.0,200.0,11
295,100000.0,118,30000.0,0,7.0,350.0,17
194,68000.0,168,11100.0,0,5.0,160.0,6
74,110000.0,118,5655.0,0,5.0,200.0,1
151,23600.0,100,37500.0,0,11.0,100.0,5
31,26000.0,257,43000.0,0,7.0,125.0,1
205,52000.0,44,25000.0,0,7.0,150.0,6
295,95000.0,1,9000.0,0,8.0,350.0,17
65,70000.0,13,20775.0,0,5.0,220.0,1
205,50000.0,44,17000.0,0,7.0,150.0,6
283,22000.0,289,28000.0,0,8.0,110.0,15
151,20000.0,118,50000.0,0,12.0,100.0,5
140,35000.0,181,39000.0,0,12.0,150.0,5
56,55000.0,44,20000.0,0,7.0,150.0,1
292,109100.0,44,21200.0,0,7.0,350.0,17
288,60350.0,118,26381.0,0,9.0,350.0,17
323,47000.0,330,60045.0,0,12.0,350.0,17
323,35800.0,44,90408.0,3,18.0,350.0,17
85,125000.0,100,17512.0,0,5.0,250.0,2
301,163500.0,33,13900.0,2,3.0,500.0,17
67,45000.0,44,30.0,2,7.0,200.0,1
110,520000.0,191,399.0,0,2.0,750.0,4
242,304952.0,118,13000.0,2,7.0,650.0,7
169,20000.0,16,15906.0,0,10.0,100.0,5
61,57000.0,330,15000.0,0,7.0,180.0,1
463,60000.0,282,28000.0,0,9.0,150.0,21
370,60000.0,185,20482.0,2,4.0,160.0,19
150,16000.0,185,23105.0,0,15.0,100.0,5
115,5000.0,118,82178.0,0,18.0,135.0,5
249,70000.0,399,49347.0,0,9.0,200.0,11
300,116900.0,330,25362.0,2,6.0,500.0,17
295,90000.0,191,17000.0,0,7.0,350.0,17
288,83800.0,191,21540.0,2,10.0,350.0,17
56,58000.0,257,18000.0,0,9.0,150.0,1
205,55000.0,310,25000.0,0,8.0,150.0,6
56,15000.0,167,70000.0,0,16.0,150.0,1
20,32000.0,117,90000.0,0,5.0,100.0,1
295,90000.0,118,44000.0,0,10.0,350.0,17
64,51900.0,282,26000.0,0,7.0,220.0,1
437,31000.0,118,58000.0,0,10.0,150.0,21
29,28100.0,134,29000.0,0,8.0,100.0,1
323,110000.0,44,25000.0,0,8.0,350.0,17
208,20500.0,118,48000.0,0,13.0,150.0,6
228,25000.0,70,27000.0,0,8.0,110.0,6
214,24990.0,140,39000.0,0,10.0,125.0,6
290,120500.0,395,12550.0,0,6.0,350.0,17
119,22000.0,118,55000.0,0,14.0,150.0,5
12,72100.0,6,22000.0,0,5.0,150.0,1
65,35000.0,140,40000.0,0,12.0,220.0,1
333,52000.0,243,24000.0,0,7.0,150.0,18
229,41000.0,32,10000.0,0,5.0,110.0,6
119,38000.0,268,53000.0,0,9.0,150.0,5
64,80000.0,322,10000.0,0,7.0,220.0,1
323,110000.0,282,33800.0,0,6.0,350.0,17
325,160000.0,185,25000.0,0,6.0,500.0,17
174,41500.0,288,59154.0,0,5.0,100.0,5
8,40000.0,44,27875.0,0,12.0,200.0,1
323,140000.0,44,22000.0,0,5.0,350.0,17
151,42000.0,439,10883.0,0,5.0,100.0,5
375,78000.0,420,6400.0,0,4.0,180.0,19
151,26000.0,330,23236.0,0,12.0,100.0,5
9,77000.0,118,19820.0,0,6.0,220.0,1
119,28000.0,282,66000.0,0,11.0,150.0,5
214,18000.0,191,40266.0,0,11.0,125.0,6
9,53000.0,118,15000.0,0,7.0,220.0,1
290,85000.0,330,14000.0,0,8.0,350.0,17
56,14200.0,118,55200.0,0,16.0,150.0,1
300,175000.0,167,2200.0,0,4.0,500.0,17
232,46000.0,167,9000.0,0,5.0,110.0,6
295,150000.0,44,5400.0,0,8.0,350.0,17
323,95000.0,395,22000.0,0,8.0,350.0,17
12,62000.0,118,30000.0,0,5.0,150.0,1
121,26000.0,44,41000.0,0,10.0,100.0,5
229,35000.0,330,14992.0,0,8.0,110.0,6
464,96000.0,44,23000.0,0,6.0,150.0,21
304,140000.0,118,8500.0,0,5.0,500.0,17
464,66000.0,44,59794.0,0,9.0,150.0,21
56,22000.0,394,30000.0,0,14.0,150.0,1
151,36995.0,156,16838.0,0,6.0,100.0,5
295,105000.0,118,14779.0,0,4.0,350.0,17
119,30000.0,330,33849.0,0,12.0,150.0,5
372,70000.0,156,4116.0,0,3.0,160.0,19
56,29500.0,185,115152.0,0,8.0,150.0,1
67,70000.0,394,23000.0,0,5.0,200.0,1
217,80000.0,118,8000.0,0,10.0,250.0,6
322,150000.0,282,84625.0,0,8.0,500.0,17
295,100000.0,156,15078.0,0,7.0,350.0,17
146,45000.0,44,35038.0,0,7.0,223.0,5
302,105000.0,167,15008.0,0,9.0,500.0,17
248,135000.0,44,1050.0,0,3.0,125.0,11
74,95000.0,44,25000.0,0,6.0,200.0,1
76,95000.0,330,16725.0,0,5.0,200.0,1
209,65000.0,282,18000.0,0,6.0,160.0,6
459,37000.0,191,8030.0,0,4.0,110.0,21
220,120000.0,308,14000.0,2,4.0,250.0,6
300,146006.0,168,8575.0,0,4.0,500.0,17
464,75000.0,185,24000.0,0,9.0,150.0,21
56,74400.0,282,3000.0,0,3.0,150.0,1
15,55000.0,118,15000.0,0,6.0,220.0,1
45,45500.0,435,9000.0,0,4.0,100.0,1
109,478000.0,118,1300.0,0,5.0,750.0,4
209,52000.0,100,25600.0,0,6.0,160.0,6
197,35000.0,118,13000.0,0,7.0,125.0,6
295,115000.0,118,26000.0,0,7.0,350.0,17
279,170000.0,50,5500.0,0,3.0,300.0,15
323,100300.0,313,11824.0,0,6.0,350.0,17
56,12000.0,282,82000.0,2,17.0,150.0,1
12,65000.0,70,9300.0,0,4.0,150.0,1
106,511000.0,330,10400.0,0,8.0,883.0,4
165,20000.0,383,20003.0,0,10.0,100.0,5
206,30000.0,96,27598.0,0,8.0,110.0,6
9,51500.0,118,4734.0,0,6.0,220.0,1
72,98000.0,44,1700.0,0,3.0,200.0,1
463,42000.0,282,30090.0,0,11.0,150.0,21
159,50000.0,6,7500.0,0,5.0,110.0,5
341,63000.0,44,19100.0,0,5.0,150.0,18
253,139100.0,118,25500.0,0,5.0,390.0,11
74,120000.0,167,5600.0,0,4.0,200.0,1
432,115800.0,118,2126.0,0,3.0,250.0,21
214,15000.0,308,40000.0,0,12.0,125.0,6
344,80000.0,100,3000.0,0,4.0,150.0,18
64,76000.0,167,3450.0,0,4.0,220.0,1
12,58100.0,185,14000.0,0,5.0,150.0,1
142,20000.0,395,5792.0,0,8.0,125.0,5
193,75000.0,44,17475.0,0,4.0,160.0,6
370,48000.0,118,17746.0,0,5.0,160.0,19
288,85000.0,156,21977.0,0,7.0,350.0,17
108,350000.0,308,30000.0,0,9.0,883.0,4
159,28000.0,118,31288.0,0,8.0,110.0,5
370,39000.0,26,1200.0,0,7.0,160.0,19
399,20000.0,311,49500.0,0,10.0,110.0,19
295,115000.0,167,18832.0,0,5.0,350.0,17
169,20000.0,16,15906.0,0,10.0,100.0,5
61,57000.0,330,15000.0,0,7.0,180.0,1
150,16000.0,185,23105.0,0,15.0,100.0,5
115,5000.0,118,82178.0,0,18.0,135.0,5
249,70000.0,399,49347.0,0,9.0,200.0,11
300,116900.0,330,25362.0,2,6.0,500.0,17
295,90000.0,191,17000.0,0,7.0,350.0,17
288,83800.0,191,21540.0,2,10.0,350.0,17
66,60000.0,282,4150.0,0,6.0,150.0,1
370,30000.0,11,30000.0,0,10.0,160.0,19
301,163500.0,33,13900.0,2,3.0,500.0,17
67,45000.0,44,30.0,2,7.0,200.0,1
323,47000.0,330,60045.0,0,12.0,350.0,17
323,35800.0,44,90408.0,3,18.0,350.0,17
385,65450.0,118,9238.0,0,3.0,200.0,19
79,42000.0,282,16539.0,0,5.0,150.0,1
56,26000.0,257,70000.0,0,11.0,150.0,1
122,20000.0,257,5000.0,0,10.0,100.0,5
125,37000.0,118,28478.0,0,5.0,125.0,5
79,50000.0,44,16674.0,0,4.0,150.0,1
438,37000.0,118,77596.0,0,8.0,150.0,21
295,100000.0,100,25000.0,0,10.0,350.0,17
359,20000.0,177,84916.0,0,14.0,150.0,19
29,25000.0,140,80517.0,0,9.0,100.0,1
395,58000.0,118,4020.0,0,2.0,110.0,19
44,120601.0,118,19631.0,2,4.0,400.0,1
333,70000.0,211,7500.0,0,5.0,150.0,18
466,131000.0,185,14379.0,0,3.0,150.0,21
464,58000.0,118,21853.0,0,7.0,150.0,21
150,15000.0,409,35000.0,0,13.0,100.0,5
335,70000.0,282,12679.0,0,3.0,150.0,18
56,13000.0,199,24780.0,0,14.0,150.0,1
399,33000.0,44,20210.0,0,8.0,110.0,19
388,110000.0,118,6000.0,0,3.0,200.0,19
157,46000.0,282,16298.0,0,4.0,100.0,5
15,55000.0,395,18496.0,0,5.0,220.0,1
288,75000.0,167,30687.0,0,14.0,350.0,17
9,52000.0,48,38943.0,0,6.0,220.0,1
468,220000.0,118,7130.0,0,5.0,320.0,21
313,120000.0,167,8492.0,0,5.0,410.0,17
313,138000.0,118,5000.0,0,5.0,410.0,17
165,11400.0,167,20000.0,2,17.0,100.0,5
205,34400.0,118,24513.0,2,8.0,150.0,6
122,25000.0,377,11122.0,0,11.0,100.0,5
451,55000.0,330,6138.0,0,4.0,150.0,21
150,24000.0,185,68000.0,0,14.0,100.0,5
292,80000.0,118,56968.0,0,8.0,350.0,17
441,78000.0,219,7500.0,0,3.0,150.0,21
215,61483.0,220,28032.0,0,7.0,150.0,6
34,14000.0,282,39211.0,0,16.0,125.0,1
253,195000.0,282,4568.0,0,4.0,390.0,11
52,55000.0,330,10000.0,0,6.0,180.0,1
72,46000.0,44,27687.0,3,9.0,200.0,1
72,84300.0,130,9900.0,0,4.0,200.0,1
312,92000.0,308,16499.0,0,4.0,350.0,17
288,85000.0,118,38000.0,0,9.0,350.0,17
422,45000.0,100,18742.0,0,6.0,150.0,21
205,43000.0,44,42837.0,0,8.0,150.0,6
464,55000.0,356,27000.0,0,9.0,150.0,21
119,11900.0,308,34968.0,0,14.0,150.0,5
288,105000.0,118,20000.0,0,4.0,350.0,17
148,18000.0,185,3869.0,0,16.0,100.0,5
72,48000.0,14,41939.0,0,8.0,200.0,1
9,50000.0,44,29134.0,0,7.0,220.0,1
141,25000.0,118,48587.0,0,8.0,150.0,5
15,70000.0,282,8000.0,0,5.0,220.0,1
194,87000.0,330,140.0,0,3.0,160.0,6
56,10000.0,156,64955.0,0,15.0,150.0,1
438,25000.0,118,65000.0,0,12.0,150.0,21
122,18000.0,100,22824.0,0,8.0,100.0,5
56,14227.0,73,36000.0,0,15.0,150.0,1
9,35000.0,44,60000.0,0,9.0,220.0,1
110,450000.0,211,3430.0,0,4.0,750.0,4
44,139000.0,185,21300.0,0,4.0,400.0,1
15,80000.0,185,7127.0,0,5.0,220.0,1
422,45000.0,100,18742.0,0,6.0,150.0,21
205,43000.0,44,42837.0,0,8.0,150.0,6
464,55000.0,356,27000.0,0,9.0,150.0,21
119,11900.0,308,34968.0,0,14.0,150.0,5
288,105000.0,118,20000.0,0,4.0,350.0,17
148,18000.0,185,3869.0,0,16.0,100.0,5
72,48000.0,14,41939.0,0,8.0,200.0,1
9,50000.0,44,29134.0,0,7.0,220.0,1
141,25000.0,118,48587.0,0,8.0,150.0,5
15,70000.0,282,8000.0,0,5.0,220.0,1
194,87000.0,330,140.0,0,3.0,160.0,6
56,10000.0,156,64955.0,0,15.0,150.0,1
438,25000.0,118,65000.0,0,12.0,150.0,21
122,18000.0,100,22824.0,0,8.0,100.0,5
56,14227.0,73,36000.0,0,15.0,150.0,1
9,35000.0,44,60000.0,0,9.0,220.0,1
110,450000.0,211,3430.0,0,4.0,750.0,4
44,139000.0,185,21300.0,0,4.0,400.0,1
15,80000.0,185,7127.0,0,5.0,220.0,1
46,23000.0,257,20000.0,0,6.0,100.0,1
356,32000.0,257,22697.0,0,7.0,125.0,18
452,20000.0,219,52000.0,0,10.0,150.0,21
15,55005.0,160,6600.0,0,5.0,220.0,1
295,87000.0,155,16336.0,0,7.0,350.0,17
323,70000.0,282,13858.0,2,11.0,350.0,17
358,35000.0,6,11885.0,0,12.0,125.0,18
257,196700.0,282,13216.0,0,4.0,390.0,11
56,25000.0,118,32588.0,0,9.0,150.0,1
439,123000.0,215,14500.0,0,4.0,250.0,21
295,95500.0,118,18000.0,0,8.0,350.0,17
151,32000.0,118,12000.0,0,6.0,100.0,5
9,41000.0,118,20245.0,2,11.0,220.0,1
148,15000.0,323,35000.0,2,19.0,100.0,5
151,39000.0,118,22000.0,0,4.0,100.0,5
375,30000.0,224,6639.0,0,9.0,180.0,19
15,60000.0,118,20373.0,0,6.0,220.0,1
176,15600.0,191,84186.0,0,16.0,125.0,5
56,22000.0,330,60857.0,0,13.0,150.0,1
422,45000.0,100,18742.0,0,6.0,150.0,21
205,43000.0,44,42837.0,0,8.0,150.0,6
464,55000.0,356,27000.0,0,9.0,150.0,21
119,11900.0,308,34968.0,0,14.0,150.0,5
288,105000.0,118,20000.0,0,4.0,350.0,17
148,18000.0,185,3869.0,0,16.0,100.0,5
72,48000.0,14,41939.0,0,8.0,200.0,1
9,50000.0,44,29134.0,0,7.0,220.0,1
141,25000.0,118,48587.0,0,8.0,150.0,5
15,70000.0,282,8000.0,0,5.0,220.0,1
194,87000.0,330,140.0,0,3.0,160.0,6
56,10000.0,156,64955.0,0,15.0,150.0,1
438,25000.0,118,65000.0,0,12.0,150.0,21
122,18000.0,100,22824.0,0,8.0,100.0,5
56,14227.0,73,36000.0,0,15.0,150.0,1
9,35000.0,44,60000.0,0,9.0,220.0,1
110,450000.0,211,3430.0,0,4.0,750.0,4
44,139000.0,185,21300.0,0,4.0,400.0,1
15,80000.0,185,7127.0,0,5.0,220.0,1
422,45000.0,100,18742.0,0,6.0,150.0,21
205,43000.0,44,42837.0,0,8.0,150.0,6
464,55000.0,356,27000.0,0,9.0,150.0,21
119,11900.0,308,34968.0,0,14.0,150.0,5
288,105000.0,118,20000.0,0,4.0,350.0,17
148,18000.0,185,3869.0,0,16.0,100.0,5
72,48000.0,14,41939.0,0,8.0,200.0,1
9,50000.0,44,29134.0,0,7.0,220.0,1
141,25000.0,118,48587.0,0,8.0,150.0,5
15,70000.0,282,8000.0,0,5.0,220.0,1
194,87000.0,330,140.0,0,3.0,160.0,6
56,10000.0,156,64955.0,0,15.0,150.0,1
438,25000.0,118,65000.0,0,12.0,150.0,21
122,18000.0,100,22824.0,0,8.0,100.0,5
56,14227.0,73,36000.0,0,15.0,150.0,1
9,35000.0,44,60000.0,0,9.0,220.0,1
110,450000.0,211,3430.0,0,4.0,750.0,4
44,139000.0,185,21300.0,0,4.0,400.0,1
15,80000.0,185,7127.0,0,5.0,220.0,1
46,23000.0,257,20000.0,0,6.0,100.0,1
356,32000.0,257,22697.0,0,7.0,125.0,18
452,20000.0,219,52000.0,0,10.0,150.0,21
15,55005.0,160,6600.0,0,5.0,220.0,1
295,87000.0,155,16336.0,0,7.0,350.0,17
323,70000.0,282,13858.0,2,11.0,350.0,17
358,35000.0,6,11885.0,0,12.0,125.0,18
